it nTrial nWin nCatch RMSerror.start RMSerror.antic RMSerror.win RMSerror.nowin GLT.w-n GLT.a-w GLT.a-n GLT.a-w-n r.win r.nowin
76 29 15 0 0.26010 0.24780 0.26760 0.30330 0.27230 0.39640 0.41040 0.59470 0.099 0.044
77 29 15 0 0.25180 0.25570 0.30090 0.27930 0.28800 0.38460 0.38510 0.56250 0.033 0.049
78 29 15 0 0.26490 0.25280 0.29460 0.28310 0.25110 0.38880 0.38940 0.58550 0.046 0.085
79 29 15 0 0.25990 0.25140 0.30010 0.28400 0.27290 0.42940 0.41760 0.62590 0.072 0.100
80 29 15 0 0.25920 0.25780 0.29750 0.29880 0.29230 0.38300 0.37620 0.56050 0.035 0.009
81 29 15 0 0.26260 0.25300 0.27950 0.30320 0.25370 0.38240 0.38880 0.58230 0.108 -0.018
82 29 15 0 0.25800 0.24840 0.29800 0.28360 0.27340 0.39620 0.39930 0.59100 -0.023 0.151
83 29 15 0 0.25330 0.25180 0.28640 0.30230 0.29580 0.37710 0.38430 0.55890 0.102 -0.010
84 29 15 0 0.26640 0.26380 0.30840 0.29700 0.25370 0.38250 0.38250 0.58480 0.035 0.039
85 29 15 0 0.27620 0.25200 0.29980 0.31880 0.28330 0.41450 0.42840 0.63490 0.166 0.021
86 29 15 0 0.27770 0.25320 0.30840 0.31840 0.28190 0.39610 0.40870 0.61390 0.043 0.040
87 29 15 0 0.26620 0.25540 0.29500 0.30810 0.25860 0.38660 0.39220 0.59430 0.078 0.036
88 29 15 0 0.25970 0.25080 0.28000 0.29300 0.26280 0.40800 0.41740 0.61080 0.100 0.081
89 29 15 0 0.27320 0.25160 0.31000 0.30400 0.28640 0.42870 0.41590 0.63240 0.099 0.071
90 29 15 0 0.26700 0.25380 0.29730 0.31010 0.26760 0.40370 0.40220 0.61100 0.082 0.068
91 29 15 0 0.25420 0.25110 0.28830 0.29600 0.28030 0.40530 0.41380 0.60390 0.072 0.083
92 29 15 0 0.24480 0.26650 0.28450 0.30100 0.27070 0.35600 0.36410 0.53530 -0.023 0.043
93 29 15 0 0.24630 0.25120 0.28310 0.27780 0.25280 0.36770 0.36570 0.54710 0.043 -0.001
94 29 15 0 0.25460 0.25940 0.27980 0.30790 0.27760 0.39090 0.41080 0.59190 0.087 0.078
95 29 15 0 0.25720 0.25520 0.29060 0.28910 0.25550 0.37380 0.37440 0.56350 0.032 0.005
96 29 15 0 0.24640 0.25120 0.27830 0.28300 0.25810 0.39020 0.39490 0.57970 0.085 0.043
97 29 15 0 0.26080 0.25570 0.27950 0.30090 0.24690 0.37820 0.38960 0.58070 0.080 0.064
98 29 15 0 0.24870 0.25480 0.28160 0.28890 0.26490 0.38450 0.38030 0.56580 0.079 0.037
99 29 15 0 0.25860 0.25010 0.29030 0.30890 0.27240 0.39010 0.39850 0.59490 0.109 0.061
100 29 15 0 0.25830 0.25180 0.30430 0.28240 0.27710 0.38410 0.37460 0.56570 -0.033 0.087
1 29 15 5 0.28390 0.24730 0.29820 0.30310 0.28920 0.40540 0.39480 0.59680 0.029 -0.028
2 29 15 5 0.27670 0.24050 0.32160 0.31410 0.26070 0.40570 0.40880 0.63880 -0.055 0.067
3 29 15 5 0.24220 0.23930 0.28970 0.29530 0.29090 0.38240 0.38290 0.56760 -0.010 -0.053
4 29 15 5 0.28000 0.24110 0.33570 0.31210 0.26060 0.41650 0.40140 0.64710 -0.105 0.136
5 29 15 5 0.27320 0.24430 0.30320 0.31610 0.28360 0.39030 0.41500 0.61340 0.071 -0.076
6 29 15 5 0.26340 0.24100 0.28550 0.30230 0.26470 0.37960 0.38850 0.58290 -0.003 0.004
7 29 15 5 0.27930 0.26900 0.30160 0.30850 0.25460 0.34930 0.36550 0.55180 -0.129 0.024
8 29 15 5 0.24580 0.25950 0.29040 0.29380 0.24440 0.36740 0.36490 0.55830 -0.029 -0.027
9 29 15 5 0.26300 0.24390 0.29750 0.28610 0.26630 0.37360 0.37050 0.56290 -0.040 0.008
10 29 15 5 0.29360 0.24820 0.30700 0.32300 0.27410 0.42410 0.44060 0.66020 0.054 -0.014
11 29 15 5 0.26670 0.24510 0.31820 0.31010 0.24420 0.38430 0.37760 0.60660 -0.049 -0.033
12 29 15 5 0.25220 0.25680 0.30340 0.30300 0.26290 0.36390 0.35850 0.55650 -0.044 -0.060
13 29 15 5 0.25710 0.25430 0.29740 0.30320 0.24700 0.36140 0.36080 0.56180 -0.058 -0.055
14 29 15 5 0.25930 0.24090 0.28380 0.30910 0.25580 0.36810 0.38430 0.57950 0.075 -0.130
15 29 15 5 0.28910 0.25980 0.32580 0.31210 0.29070 0.38490 0.36470 0.57670 -0.049 -0.069
16 29 15 5 0.25050 0.24980 0.31310 0.30030 0.30240 0.37830 0.40230 0.58250 -0.083 0.071
17 29 15 5 0.24780 0.23940 0.28230 0.28500 0.27060 0.38150 0.38530 0.56950 -0.015 -0.036
18 29 15 5 0.27850 0.23860 0.31610 0.31120 0.24590 0.39400 0.38560 0.61910 -0.039 -0.007
19 29 15 5 0.28960 0.24120 0.31680 0.32250 0.26920 0.40840 0.41790 0.64440 -0.020 0.055
20 29 15 5 0.25260 0.25420 0.29820 0.31150 0.27110 0.36260 0.36750 0.56060 -0.005 -0.032
21 29 15 5 0.25810 0.25740 0.29150 0.31820 0.25410 0.34760 0.36150 0.55400 -0.078 -0.085
22 29 15 5 0.27490 0.24540 0.30570 0.31050 0.27140 0.42070 0.42680 0.64430 0.079 -0.058
23 29 15 5 0.28310 0.25360 0.29200 0.31440 0.25620 0.41260 0.43240 0.64140 0.042 -0.030
24 29 15 5 0.26080 0.24750 0.31340 0.29940 0.27530 0.40850 0.38650 0.60580 0.020 -0.013
25 29 15 5 0.26300 0.24670 0.30080 0.29600 0.27600 0.39340 0.40120 0.59730 -0.016 0.017
26 29 15 5 0.28130 0.25200 0.29410 0.30070 0.25350 0.42600 0.42840 0.64350 0.011 0.107
27 29 15 5 0.27840 0.24620 0.29270 0.30560 0.24710 0.37550 0.37950 0.58520 -0.028 -0.027
28 29 15 5 0.25900 0.24480 0.27020 0.28330 0.25640 0.37420 0.37550 0.55550 0.026 -0.045
29 29 15 5 0.27090 0.25380 0.32510 0.31030 0.28370 0.37870 0.38230 0.58880 -0.107 -0.029
30 29 15 5 0.25650 0.25110 0.28800 0.29810 0.27660 0.37430 0.38970 0.56940 -0.043 0.021
31 29 15 5 0.28100 0.23980 0.28960 0.29860 0.25560 0.40730 0.41000 0.61980 0.005 0.030
32 29 15 5 0.26590 0.24630 0.31990 0.31620 0.29210 0.38690 0.39130 0.59920 0.031 -0.041
33 29 15 5 0.28020 0.24730 0.30220 0.30950 0.26850 0.39420 0.39660 0.60550 -0.026 -0.032
34 29 15 5 0.26460 0.23960 0.33990 0.30030 0.27010 0.39130 0.36400 0.60080 -0.118 0.007
35 29 15 5 0.29920 0.25790 0.32100 0.32670 0.25500 0.38290 0.38520 0.61090 0.003 -0.070
36 29 15 5 0.26180 0.24540 0.29990 0.28990 0.24880 0.38350 0.38680 0.59040 0.004 -0.041
37 29 15 5 0.28380 0.26000 0.30210 0.30360 0.26280 0.38310 0.37670 0.57910 -0.067 0.054
38 29 15 5 0.24840 0.24010 0.28470 0.28530 0.25380 0.37940 0.38510 0.57670 -0.011 -0.052
39 29 15 5 0.26460 0.25180 0.32250 0.29710 0.25760 0.35990 0.35560 0.56440 -0.116 0.040
40 29 15 5 0.28410 0.23870 0.33230 0.31250 0.25790 0.40350 0.39140 0.63300 0.006 0.004
41 29 15 5 0.25720 0.25400 0.28290 0.27920 0.27120 0.36350 0.36360 0.53320 -0.040 0.006
42 29 15 5 0.26310 0.25210 0.30320 0.30050 0.26720 0.35790 0.36840 0.55770 -0.001 -0.075
43 29 15 5 0.26370 0.26950 0.31170 0.29270 0.26980 0.34500 0.35360 0.53050 -0.168 0.003
44 29 15 5 0.26290 0.24300 0.29500 0.30560 0.27050 0.38020 0.38220 0.58210 0.011 -0.095
45 29 15 5 0.24830 0.24840 0.27250 0.29380 0.25150 0.35930 0.37320 0.55140 0.014 -0.031
46 29 15 5 0.27460 0.24840 0.30550 0.28310 0.26500 0.43070 0.41430 0.63140 -0.009 0.060
47 29 15 5 0.26880 0.25460 0.28330 0.30950 0.26170 0.34420 0.36770 0.54440 -0.083 0.010
48 29 15 5 0.25460 0.24990 0.30460 0.28220 0.27760 0.37570 0.37010 0.55770 -0.017 -0.014
49 29 15 5 0.27330 0.23980 0.31610 0.29680 0.25880 0.39830 0.38590 0.60910 -0.012 0.069
50 29 15 5 0.26140 0.24250 0.28610 0.30560 0.26320 0.37250 0.38770 0.57990 0.077 -0.121
51 29 15 5 0.26330 0.25380 0.29090 0.29760 0.32030 0.38910 0.38390 0.55220 0.053 -0.077
52 29 15 5 0.26070 0.25310 0.28440 0.30330 0.27970 0.37720 0.38790 0.56870 0.045 0.000
53 29 15 5 0.27050 0.24670 0.30450 0.30920 0.25020 0.38040 0.38580 0.59860 0.009 -0.037
54 29 15 5 0.26650 0.24950 0.30320 0.29520 0.24720 0.39270 0.37970 0.59510 -0.022 -0.031
55 29 15 5 0.28430 0.26570 0.32160 0.31590 0.27610 0.36160 0.36970 0.56910 -0.072 -0.061
56 29 15 5 0.26010 0.24880 0.27680 0.29330 0.25610 0.36550 0.38010 0.55970 0.018 -0.000
57 29 15 5 0.29830 0.24940 0.30710 0.34220 0.28310 0.40500 0.42790 0.64510 -0.001 -0.002
58 29 15 5 0.25810 0.24610 0.28910 0.30120 0.26100 0.38180 0.39430 0.58900 0.038 -0.032
59 29 15 5 0.23110 0.24330 0.26480 0.29120 0.26350 0.35210 0.37160 0.53690 -0.007 -0.017
60 29 15 5 0.25790 0.25310 0.29590 0.29350 0.27950 0.37220 0.36500 0.55060 -0.082 0.053
61 29 15 5 0.26850 0.24620 0.32410 0.29390 0.25460 0.38320 0.37510 0.59460 -0.117 0.045
62 29 15 5 0.28060 0.24210 0.30760 0.31210 0.27400 0.39700 0.40030 0.61330 0.002 0.010
63 29 15 5 0.23230 0.24660 0.28660 0.28010 0.27820 0.36230 0.36880 0.53820 -0.046 -0.038
64 29 15 5 0.25030 0.26160 0.29550 0.29020 0.26590 0.36140 0.36880 0.54680 -0.053 -0.100
65 29 15 5 0.26190 0.25050 0.29490 0.29400 0.27580 0.37180 0.37830 0.56210 -0.084 0.013
66 29 15 5 0.27090 0.26690 0.31460 0.32260 0.26080 0.36530 0.36780 0.57670 -0.092 -0.053
67 29 15 5 0.26740 0.25510 0.32410 0.29210 0.27980 0.38570 0.36300 0.57230 0.038 -0.042
68 29 15 5 0.27160 0.24500 0.31020 0.29180 0.25880 0.38630 0.38280 0.59170 0.003 0.064
69 29 15 5 0.25470 0.24320 0.29800 0.27310 0.26440 0.38930 0.37260 0.56990 -0.041 0.121
70 29 15 5 0.23130 0.24540 0.27520 0.29180 0.26960 0.35590 0.37330 0.54220 -0.025 -0.024
71 29 15 5 0.26730 0.24380 0.30360 0.30900 0.26550 0.38910 0.38920 0.60050 -0.019 -0.079
72 29 15 5 0.26160 0.24550 0.29380 0.31390 0.27740 0.38940 0.39900 0.59880 0.061 -0.049
73 29 15 5 0.27740 0.25200 0.30950 0.31030 0.29160 0.38490 0.39620 0.59050 -0.060 -0.006
74 29 15 5 0.24730 0.24140 0.28850 0.29370 0.26780 0.36950 0.36220 0.55430 -0.034 -0.038
75 29 15 5 0.25730 0.24120 0.28050 0.30230 0.27720 0.35750 0.38350 0.55680 -0.017 -0.054
76 29 15 5 0.26380 0.24350 0.28600 0.29120 0.25260 0.38960 0.39840 0.59500 -0.044 0.028
77 29 15 5 0.23840 0.23810 0.28070 0.28000 0.26030 0.35370 0.35940 0.53570 -0.051 -0.011
78 29 15 5 0.26270 0.26370 0.27820 0.31680 0.28530 0.37420 0.39440 0.56780 0.013 0.005
79 29 15 5 0.23700 0.26670 0.28550 0.28140 0.26880 0.33890 0.34460 0.50090 -0.052 -0.093
80 29 15 5 0.24590 0.23960 0.27420 0.30110 0.26280 0.36930 0.37660 0.56350 0.038 -0.117
81 29 15 5 0.24460 0.24390 0.27660 0.29590 0.26060 0.36450 0.36000 0.54690 0.021 -0.076
82 29 15 5 0.26070 0.24260 0.30560 0.29990 0.28350 0.38030 0.38770 0.58230 -0.011 -0.002
83 29 15 5 0.27270 0.24410 0.28700 0.31230 0.28330 0.36990 0.38220 0.56830 0.034 -0.066
84 29 15 5 0.29920 0.24530 0.33980 0.33310 0.26120 0.41850 0.41880 0.66970 0.011 -0.017
85 29 15 5 0.26130 0.25000 0.31150 0.30040 0.26560 0.36440 0.36130 0.56350 -0.052 -0.047
86 29 15 5 0.28160 0.24610 0.30280 0.31090 0.25040 0.39910 0.40640 0.62420 0.018 -0.015
87 29 15 5 0.29170 0.24850 0.29200 0.31940 0.25490 0.40830 0.42340 0.63760 0.043 -0.005
88 29 15 5 0.28100 0.24370 0.31000 0.32220 0.25150 0.40560 0.41390 0.64270 -0.014 -0.029
89 29 15 5 0.26040 0.24790 0.28700 0.28120 0.24830 0.38970 0.39430 0.58790 -0.077 0.102
90 29 15 5 0.26280 0.24330 0.29570 0.30500 0.25880 0.37790 0.37350 0.58010 -0.025 -0.035
91 29 15 5 0.24810 0.23430 0.28170 0.28050 0.25730 0.37680 0.36980 0.56190 -0.068 -0.014
92 29 15 5 0.28440 0.24080 0.30950 0.31600 0.26380 0.42730 0.42640 0.65770 0.015 0.008
93 29 15 5 0.27090 0.24540 0.31790 0.29300 0.25330 0.41010 0.38850 0.61780 -0.063 0.015
94 29 15 5 0.27220 0.24420 0.32010 0.29460 0.26700 0.40810 0.39120 0.61470 -0.041 0.042
95 29 15 5 0.24930 0.25370 0.30180 0.30590 0.28250 0.35890 0.36920 0.55280 -0.044 0.015
96 29 15 5 0.29300 0.24670 0.33330 0.28680 0.26190 0.41180 0.38790 0.61960 -0.053 0.086
97 29 15 5 0.26510 0.24230 0.30120 0.30990 0.28620 0.41140 0.41350 0.62160 -0.063 0.033
98 29 15 5 0.24480 0.26120 0.30520 0.29140 0.28630 0.35930 0.34330 0.52420 -0.103 -0.059
99 29 15 5 0.25240 0.23860 0.28500 0.28730 0.27070 0.37530 0.37400 0.56060 -0.034 -0.015
100 29 15 5 0.28020 0.25080 0.30490 0.29550 0.28090 0.38810 0.38000 0.57750 -0.070 0.036
1 29 15 10 0.28720 0.25740 0.32680 0.33760 0.26280 0.39340 0.40040 0.63290 0.012 -0.081
2 29 15 10 0.25960 0.24690 0.29130 0.32830 0.26560 0.37820 0.39550 0.60050 -0.019 -0.173
3 29 15 10 0.26710 0.24560 0.27340 0.30590 0.26340 0.36900 0.38130 0.56580 -0.064 -0.067
4 29 15 10 0.30980 0.25830 0.35170 0.36370 0.24740 0.39480 0.40120 0.66700 0.047 -0.069
5 29 15 10 0.28980 0.24220 0.31630 0.31060 0.25860 0.40180 0.40190 0.62770 -0.089 -0.044
6 29 15 10 0.30210 0.24360 0.32190 0.34450 0.24820 0.42370 0.43190 0.68370 -0.026 -0.037
7 29 15 10 0.27680 0.23930 0.31770 0.31920 0.26310 0.41260 0.41900 0.64970 -0.109 -0.032
8 29 15 10 0.25380 0.24800 0.28110 0.29580 0.25630 0.36680 0.36410 0.55350 -0.084 -0.091
9 29 15 10 0.26350 0.25910 0.31240 0.33840 0.25500 0.36730 0.37850 0.59840 -0.078 -0.220
10 29 15 10 0.26500 0.25610 0.29470 0.33230 0.27460 0.36880 0.38790 0.58540 0.043 -0.139
11 29 15 10 0.29010 0.24550 0.33300 0.30830 0.27310 0.41110 0.38700 0.62430 -0.096 -0.030
12 29 15 10 0.31830 0.24630 0.35070 0.32020 0.27690 0.47240 0.43880 0.70980 -0.048 -0.066
13 29 15 10 0.27790 0.25370 0.35100 0.34360 0.25300 0.38090 0.37780 0.63300 -0.121 -0.127
14 29 15 10 0.29940 0.24120 0.33910 0.32820 0.25430 0.42100 0.41810 0.67230 -0.105 -0.102
15 29 15 10 0.30150 0.25770 0.35260 0.32730 0.25500 0.39070 0.37050 0.62450 -0.057 -0.074
16 29 15 10 0.29180 0.24670 0.34040 0.34480 0.25150 0.40990 0.41240 0.66990 -0.103 -0.079
17 29 15 10 0.30050 0.25240 0.29850 0.31420 0.28380 0.42250 0.42490 0.63450 -0.030 -0.054
18 29 15 10 0.28460 0.24160 0.31850 0.31910 0.27590 0.39650 0.40520 0.62470 -0.051 -0.121
19 29 15 10 0.27240 0.24020 0.32660 0.31300 0.25600 0.41470 0.40480 0.64600 -0.120 -0.045
20 29 15 10 0.27610 0.24000 0.33420 0.33330 0.26520 0.38320 0.39360 0.62980 -0.206 -0.065
21 29 15 10 0.26440 0.25360 0.30210 0.29350 0.25970 0.36570 0.36720 0.56050 -0.070 -0.149
22 29 15 10 0.26790 0.25580 0.32530 0.31870 0.26890 0.37600 0.37140 0.59080 -0.116 -0.120
23 29 15 10 0.27420 0.25600 0.33460 0.33250 0.26130 0.38110 0.37970 0.61480 -0.119 -0.147
24 29 15 10 0.30020 0.24380 0.34330 0.31860 0.25850 0.42030 0.40390 0.65790 -0.120 -0.053
25 29 15 10 0.28930 0.24180 0.30900 0.32430 0.26170 0.38800 0.41080 0.62690 -0.060 -0.098
26 29 15 10 0.27920 0.24570 0.32070 0.30690 0.25850 0.41120 0.39120 0.62610 -0.101 -0.060
27 29 15 10 0.30130 0.24290 0.32410 0.32080 0.25200 0.43730 0.43980 0.68570 -0.049 -0.048
28 29 15 10 0.31230 0.25200 0.36510 0.32580 0.26690 0.39480 0.37730 0.63470 -0.114 -0.078
29 29 15 10 0.25560 0.24040 0.30180 0.30600 0.28840 0.38250 0.39960 0.59140 -0.100 -0.049
30 29 15 10 0.26530 0.24220 0.32080 0.30040 0.27400 0.39910 0.39200 0.61020 -0.150 -0.030
31 29 15 10 0.29170 0.24820 0.32880 0.35200 0.26180 0.37990 0.40680 0.64160 -0.161 -0.085
32 29 15 10 0.27660 0.24160 0.29020 0.31640 0.26910 0.39400 0.41740 0.61880 -0.051 -0.126
33 29 15 10 0.32980 0.25250 0.35260 0.36540 0.25030 0.43390 0.45080 0.72310 -0.091 -0.135
34 29 15 10 0.32930 0.24290 0.34710 0.35110 0.25500 0.44070 0.43740 0.71080 -0.093 -0.047
35 29 15 10 0.27850 0.24310 0.31000 0.31560 0.25230 0.38940 0.39150 0.61470 -0.115 -0.053
36 29 15 10 0.28260 0.25480 0.29480 0.29670 0.25360 0.37750 0.38500 0.58000 -0.011 -0.122
37 29 15 10 0.26620 0.25360 0.30050 0.30670 0.29060 0.38460 0.39640 0.58360 -0.086 -0.052
38 29 15 10 0.27810 0.23820 0.31400 0.31270 0.25460 0.37800 0.37870 0.60100 -0.060 -0.095
39 29 15 10 0.26740 0.24000 0.30160 0.29690 0.26580 0.38410 0.38040 0.58570 -0.135 -0.001
40 29 15 10 0.29420 0.24310 0.32080 0.33360 0.25310 0.40710 0.41390 0.65430 -0.111 -0.070
41 29 15 10 0.29040 0.23800 0.32580 0.31940 0.24890 0.40950 0.41100 0.65280 -0.097 -0.037
42 29 15 10 0.28430 0.24960 0.29020 0.29500 0.27010 0.39780 0.39580 0.59240 -0.107 -0.050
43 29 15 10 0.29890 0.24670 0.30540 0.32620 0.26580 0.39320 0.40960 0.62500 -0.105 -0.057
44 29 15 10 0.26560 0.25740 0.30650 0.32350 0.28890 0.36690 0.36630 0.56360 0.011 -0.167
45 29 15 10 0.26200 0.25310 0.32680 0.31800 0.27420 0.37150 0.36100 0.58050 -0.046 -0.114
46 29 15 10 0.28950 0.26860 0.32690 0.32370 0.26610 0.35380 0.33730 0.55460 -0.194 -0.073
47 29 15 10 0.27740 0.24670 0.30960 0.32390 0.27520 0.40830 0.42060 0.63860 -0.023 -0.056
48 29 15 10 0.27410 0.25110 0.31060 0.30510 0.25080 0.38910 0.38830 0.60480 -0.092 -0.070
49 29 15 10 0.29050 0.24470 0.30930 0.32240 0.26270 0.41790 0.42930 0.65550 0.005 -0.088
50 29 15 10 0.26730 0.23940 0.31580 0.30260 0.27970 0.41150 0.39890 0.61980 -0.115 -0.025
51 29 15 10 0.29650 0.25150 0.31250 0.35900 0.26690 0.38300 0.40980 0.63770 -0.049 -0.117
52 29 15 10 0.30060 0.24840 0.30040 0.31320 0.27880 0.38670 0.40520 0.60220 -0.084 -0.092
53 29 15 10 0.26810 0.23390 0.33020 0.30040 0.26770 0.41010 0.38950 0.62680 -0.110 -0.006
54 29 15 10 0.27340 0.24270 0.32450 0.30370 0.26690 0.40180 0.38590 0.61460 -0.086 -0.095
55 29 15 10 0.27920 0.24670 0.28420 0.31600 0.26720 0.36000 0.38670 0.57220 -0.036 -0.113
56 29 15 10 0.27820 0.24980 0.32670 0.31890 0.26460 0.39880 0.39310 0.62420 -0.077 -0.160
57 29 15 10 0.30320 0.24410 0.36680 0.35600 0.26620 0.40210 0.39500 0.66970 -0.114 -0.113
58 29 15 10 0.29010 0.28250 0.35800 0.33120 0.29890 0.40640 0.36120 0.60360 -0.123 -0.063
59 29 15 10 0.27270 0.23990 0.30280 0.30040 0.26260 0.40210 0.39660 0.61190 -0.068 0.043
60 29 15 10 0.30470 0.25170 0.31840 0.33330 0.27140 0.41960 0.43540 0.66420 0.001 -0.052
61 29 15 10 0.31990 0.24290 0.34070 0.35680 0.25720 0.41730 0.44110 0.69780 -0.089 -0.097
62 29 15 10 0.29660 0.24310 0.32240 0.34070 0.26060 0.39930 0.41900 0.65420 -0.054 -0.079
63 29 15 10 0.29930 0.24590 0.35210 0.35740 0.27540 0.42550 0.43070 0.69420 -0.076 -0.068
64 29 15 10 0.33160 0.25030 0.35390 0.38930 0.26420 0.39250 0.40820 0.68190 -0.096 -0.132
65 29 15 10 0.31010 0.25060 0.35290 0.32440 0.25430 0.39610 0.38460 0.63800 -0.140 -0.117
66 29 15 10 0.26180 0.24240 0.27970 0.32650 0.25550 0.36320 0.39190 0.58840 -0.052 -0.133
67 29 15 10 0.30200 0.23960 0.32950 0.36540 0.28100 0.40600 0.41870 0.66780 -0.029 -0.053
68 29 15 10 0.28730 0.24770 0.30600 0.31830 0.24700 0.38260 0.40080 0.61610 -0.072 -0.032
69 29 15 10 0.27110 0.24040 0.29300 0.30770 0.28000 0.38840 0.39350 0.59160 -0.142 0.029
70 29 15 10 0.27930 0.25660 0.30400 0.34310 0.26650 0.36440 0.38500 0.59520 -0.057 -0.123
71 29 15 10 0.28670 0.25050 0.32010 0.32230 0.27180 0.39680 0.39460 0.61880 -0.040 -0.100
72 29 15 10 0.27140 0.25350 0.31110 0.30200 0.25740 0.38880 0.39820 0.60590 -0.058 -0.039
73 29 15 10 0.28680 0.25460 0.32240 0.32190 0.25800 0.37010 0.37440 0.59440 -0.073 -0.031
74 29 15 10 0.27420 0.25370 0.30670 0.31270 0.27290 0.38170 0.39710 0.59700 -0.119 -0.047
75 29 15 10 0.26050 0.25140 0.31240 0.30180 0.27130 0.38590 0.39490 0.59730 -0.099 -0.034
76 29 15 10 0.31130 0.24080 0.33300 0.35230 0.24800 0.41580 0.43070 0.68850 -0.082 -0.097
77 29 15 10 0.26960 0.24810 0.27560 0.30330 0.26350 0.37320 0.37930 0.56580 -0.131 0.001
78 29 15 10 0.27050 0.25420 0.34000 0.30980 0.28370 0.39910 0.37210 0.60350 -0.164 -0.078
79 29 15 10 0.28190 0.25020 0.32550 0.30090 0.26280 0.39610 0.37910 0.60450 -0.177 -0.037
80 29 15 10 0.33970 0.24980 0.33390 0.34990 0.27390 0.38800 0.39720 0.63620 -0.049 -0.128
81 29 15 10 0.26110 0.24550 0.31080 0.28980 0.26310 0.37930 0.36740 0.57440 -0.076 -0.035
82 29 15 10 0.30390 0.24270 0.30520 0.31930 0.27100 0.40420 0.41910 0.63390 -0.045 -0.059
83 29 15 10 0.29750 0.23890 0.30970 0.33490 0.26180 0.41980 0.43620 0.67010 -0.070 -0.070
84 29 15 10 0.25390 0.25150 0.29900 0.29310 0.25030 0.35940 0.34340 0.54450 -0.169 -0.042
85 29 15 10 0.25350 0.25520 0.28670 0.32880 0.27370 0.34730 0.37780 0.56000 -0.066 -0.150
86 29 15 10 0.27650 0.24330 0.30220 0.29680 0.25860 0.40930 0.40530 0.62060 -0.051 0.023
87 29 15 10 0.30550 0.23740 0.32560 0.33600 0.25720 0.39660 0.39700 0.64140 0.015 -0.120
88 29 15 10 0.27700 0.24000 0.33330 0.34710 0.28780 0.41390 0.42970 0.66870 -0.099 -0.050
89 29 15 10 0.27870 0.28100 0.31800 0.30850 0.26400 0.34730 0.35180 0.54040 -0.142 -0.131
90 29 15 10 0.28540 0.27670 0.33970 0.33620 0.25950 0.36180 0.36230 0.58880 -0.096 -0.170
91 29 15 10 0.24910 0.24490 0.29900 0.30670 0.26650 0.36460 0.36260 0.56290 -0.142 -0.115
92 29 15 10 0.26360 0.25940 0.32350 0.31500 0.25940 0.36640 0.35700 0.57530 -0.123 -0.119
93 29 15 10 0.25500 0.24530 0.30270 0.28860 0.26540 0.37680 0.36750 0.56690 -0.131 -0.043
94 29 15 10 0.31640 0.25020 0.32530 0.32780 0.25940 0.42920 0.43470 0.67570 0.019 -0.107
95 29 15 10 0.26910 0.24580 0.30580 0.31840 0.25180 0.38090 0.38550 0.60390 -0.007 -0.110
96 29 15 10 0.30080 0.26290 0.33990 0.33200 0.25450 0.37030 0.36440 0.60150 -0.151 -0.074
97 29 15 10 0.28470 0.26050 0.32230 0.31620 0.25500 0.38650 0.38470 0.60700 -0.173 -0.113
98 29 15 10 0.29240 0.25120 0.29820 0.31360 0.27120 0.39130 0.40190 0.60440 0.051 -0.119
99 29 15 10 0.29050 0.25570 0.33350 0.32430 0.26610 0.37120 0.36490 0.59270 -0.151 -0.041
100 29 15 10 0.28180 0.24990 0.31150 0.31820 0.25670 0.37400 0.37530 0.59210 -0.072 -0.125
1 29 15 15 0.34460 0.24590 0.38730 0.36120 0.27240 0.46130 0.43470 0.73990 -0.228 -0.076
2 29 15 15 0.32900 0.25190 0.36420 0.35990 0.26970 0.40430 0.40780 0.67510 -0.121 -0.109
3 29 15 15 0.31830 0.24700 0.34950 0.37020 0.25610 0.40860 0.42140 0.69070 -0.136 -0.143
4 29 15 15 0.28810 0.24740 0.30700 0.30130 0.25590 0.39670 0.38830 0.60540 -0.152 -0.098
5 29 15 15 0.30830 0.24840 0.37110 0.34630 0.29160 0.42780 0.41210 0.68100 -0.170 -0.134
6 29 15 15 0.24380 0.24530 0.28430 0.32160 0.25610 0.34600 0.36290 0.55670 -0.049 -0.141
7 29 15 15 0.29050 0.24460 0.31940 0.35710 0.26130 0.38170 0.40420 0.64070 -0.120 -0.148
8 29 15 15 0.34770 0.24530 0.40230 0.39850 0.24960 0.42560 0.43130 0.75190 -0.185 -0.123
9 29 15 15 0.33840 0.26580 0.37630 0.39720 0.25460 0.41240 0.43210 0.72160 -0.167 -0.147
10 29 15 15 0.31970 0.25590 0.33420 0.33820 0.27180 0.41890 0.43490 0.67180 -0.155 -0.112
11 29 15 15 0.29630 0.25800 0.33560 0.34390 0.26990 0.40080 0.39360 0.63800 -0.062 -0.182
12 29 15 15 0.29960 0.25790 0.36860 0.32630 0.28330 0.41060 0.36930 0.63300 -0.221 -0.129
13 29 15 15 0.29430 0.24770 0.32060 0.32500 0.27730 0.37060 0.38260 0.59490 -0.104 -0.106
14 29 15 15 0.30110 0.25750 0.36790 0.36180 0.26340 0.39480 0.39250 0.66370 -0.197 -0.153
15 29 15 15 0.29630 0.26080 0.36390 0.34910 0.24990 0.41400 0.39850 0.67380 -0.095 -0.153
16 29 15 15 0.29040 0.28210 0.31500 0.37790 0.27190 0.35450 0.37900 0.59820 -0.222 -0.168
17 29 15 15 0.29270 0.25960 0.34810 0.34790 0.28070 0.38560 0.40110 0.63680 -0.206 -0.145
